Id,Label,degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
@redumeneca,@redumeneca,1,157,13,0.16701,0.172969,0
@reflauta,@reflauta,1,5,12,0.212171,0.226211,0
@rekenamunt6,@rekenamunt6,1,238,1,1,1,0
@_OfficialPress,@_OfficialPress,1,238,1,1,1,0
@relethabraxas,@relethabraxas,14,157,11,0.265317,0.295113,0.004633
@Alina_Gag,@Alina_Gag,1,157,12,0.209692,0.222852,0
@remm1971,@remm1971,1,8,10,0.25687,0.281537,0
@renatoojeda3,@renatoojeda3,2,139,10,0.245493,0.271293,0.000029
@rendirsejamas10,@rendirsejamas10,4,193,12,0.223063,0.239089,0.000911
@rene263672,@rene263672,1,139,12,0.209464,0.221646,0
@renecar890053,@renecar890053,1,8,10,0.235444,0.251191,0
@reneducros,@reneducros,1,139,10,0.245122,0.270518,0
@renegutierrez33,@renegutierrez33,2,0,11,0.2325,0.244802,0.000038
@reneyoapruebo38,@reneyoapruebo38,16,8,10,0.267065,0.298,0.001715
@Wondercri1982,@Wondercri1982,1,8,11,0.210783,0.224509,0
@___Anna22,@___Anna22,1,8,11,0.210783,0.224509,0
@iniziamoda0,@iniziamoda0,1,8,11,0.210783,0.224509,0
@itsmeback_,@itsmeback_,1,8,11,0.210783,0.224509,0
@sconnesso_,@sconnesso_,1,8,11,0.210783,0.224509,0
@reol4168052,@reol4168052,4,0,11,0.238419,0.256036,0.003038
@retamal_pedrero,@retamal_pedrero,1,139,12,0.194045,0.204961,0
@retrafemetrenko,@retrafemetrenko,1,0,11,0.210253,0.222816,0
@retrovertigod,@retrovertigod,5,171,10,0.270265,0.300117,0.000405
@revengeisawitch,@revengeisawitch,2,215,11,0.248456,0.269323,0.000453
@revouxj,@revouxj,1,8,12,0.213463,0.224239,0
@reyceballos,@reyceballos,2,0,12,0.188826,0.197133,0.000102
@rgmscl,@rgmscl,1,157,11,0.213428,0.22421,0
@rgonzaloht,@rgonzaloht,4,5,10,0.266256,0.294607,0.00094
@rhgodoy,@rhgodoy,1,139,10,0.245122,0.270518,0
@rholeg,@rholeg,1,0,11,0.199615,0.210476,0
@ribago,@ribago,1,0,11,0.212675,0.223345,0
@ricardo160441,@ricardo160441,1,0,12,0.184548,0.192365,0
@ricardo43897611,@ricardo43897611,1,8,10,0.25687,0.281537,0
@ricardo57941981,@ricardo57941981,1,8,12,0.218663,0.233363,0
@ricardo78168322,@ricardo78168322,1,0,11,0.18589,0.195426,0
@ricardo86007472,@ricardo86007472,1,52,11,0.18593,0.196243,0
@ricardo94224187,@ricardo94224187,2,139,12,0.213165,0.228137,0.00001
@ricardo_pino1,@ricardo_pino1,1,0,13,0.154958,0.159432,0
@ricardo_rh,@ricardo_rh,1,157,11,0.246168,0.266,0
@ricardoarp1,@ricardoarp1,1,197,12,0.183659,0.191692,0
@ricardopsj,@ricardopsj,5,139,10,0.248622,0.269509,0.00018
@ricardoramirezw,@ricardoramirezw,1,8,12,0.222565,0.235155,0
@ricardoszalai,@ricardoszalai,2,0,11,0.224317,0.238471,0.000859
@ricardotordeci,@ricardotordeci,1,9,12,0.176914,0.184171,0
@ricardotrostelp,@ricardotrostelp,2,0,11,0.199003,0.210078,0.000018
@ricardoverardi2,@ricardoverardi2,1,8,10,0.25687,0.281537,0
@rich_avalos,@rich_avalos,1,8,12,0.210749,0.222493,0
@richard_rivas_,@richard_rivas_,1,8,12,0.175555,0.183592,0
@richardjhosep,@richardjhosep,1,0,11,0.224201,0.238157,0
@richargat,@richargat,2,139,10,0.253518,0.281014,0.000045
@richietheone,@richietheone,8,8,10,0.271894,0.304759,0.000422
@ricksonic77,@ricksonic77,1,157,11,0.17946,0.187302,0
@rickyniikol1,@rickyniikol1,1,8,10,0.25687,0.281537,0
@rigo_3131,@rigo_3131,1,139,10,0.245122,0.270518,0
@ringoc3po,@ringoc3po,1,0,11,0.216365,0.228595,0
@rinotwitero,@rinotwitero,2,139,10,0.245145,0.270647,0.0003
@Vulcano98263715,@Vulcano98263715,1,139,11,0.196888,0.208885,0
@ripboy_,@ripboy_,1,139,10,0.235786,0.250448,0
@riquelmeopazo,@riquelmeopazo,1,8,12,0.230547,0.243628,0
@rischar21,@rischar21,4,8,10,0.263257,0.288875,0.000791
@ritamaaz63,@ritamaaz63,49,8,10,0.280888,0.319675,0.007361
@BarbaraOneillAU,@BarbaraOneillAU,1,8,11,0.219301,0.235722,0
@JackStr42679640,@JackStr42679640,1,8,11,0.219301,0.235722,0
@hopedanyela,@hopedanyela,1,8,11,0.219301,0.235722,0
@teresaparis2,@teresaparis2,1,8,11,0.219301,0.235722,0
@riuji_yagami,@riuji_yagami,1,239,1,1,1,0
@MomoiroAguiraru,@MomoiroAguiraru,1,239,1,1,1,0
@rivasestrada,@rivasestrada,1,139,10,0.245122,0.270518,0
@riverbaro64,@riverbaro64,1,139,10,0.245122,0.270518,0
@riveringen,@riveringen,1,157,11,0.246168,0.266,0
@riveros_moran,@riveros_moran,2,139,10,0.246309,0.272534,0.00003
@riverosyalba,@riverosyalba,1,139,10,0.245122,0.270518,0
@rizzo_piperis,@rizzo_piperis,3,171,10,0.234677,0.247035,0.000098
@rlcarras,@rlcarras,1,73,2,0.666667,0.75,0
@rmart2012,@rmart2012,1,157,11,0.246168,0.266,0
@rmedinagg,@rmedinagg,1,139,10,0.245122,0.270518,0
@rmmassardo,@rmmassardo,3,5,10,0.254401,0.282185,0.000256
@ro_marincif,@ro_marincif,1,139,11,0.195877,0.205206,0
@roa_baker,@roa_baker,1,0,11,0.195818,0.20601,0
@robaeza3,@robaeza3,5,5,10,0.277968,0.313467,0.001033
@robermall2,@robermall2,1,240,1,1,1,0
@HeliaMolina_M,@HeliaMolina_M,1,240,1,1,1,0
@robert0226,@robert0226,1,8,12,0.21824,0.231604,0
@robert64298432,@robert64298432,1,5,12,0.208622,0.21976,0
@robertgguti,@robertgguti,2,8,10,0.255592,0.282453,0.000053
@robertjovan,@robertjovan,1,169,14,0.139126,0.143302,0
@roberto67566221,@roberto67566221,1,8,10,0.25687,0.281537,0
@roberto_ipinza,@roberto_ipinza,3,139,10,0.246005,0.272125,0.000143
@roberto_luders,@roberto_luders,1,5,12,0.216573,0.230214,0
@robertoalexf,@robertoalexf,2,157,10,0.267616,0.292951,0.000308
@robertodelrio_,@robertodelrio_,5,52,11,0.190672,0.20218,0.00036
@SSMNorte,@SSMNorte,1,52,12,0.160143,0.166565,0
@robertofinat,@robertofinat,11,8,10,0.265222,0.292808,0.001089
@RobertoFinat,@RobertoFinat,1,8,11,0.209633,0.221939,0
@robertolunaok,@robertolunaok,1,241,1,1,1,0
@GobDeLaRioja,@GobDeLaRioja,1,241,1,1,1,0
@robertop2022,@robertop2022,1,5,12,0.207645,0.219181,0
@robertopucheu,@robertopucheu,1,8,10,0.25687,0.281537,0
@robertourzua8,@robertourzua8,1,5,12,0.184449,0.194171,0
@robertovillen10,@robertovillen10,7,139,12,0.2357,0.24946,0.000884
@RabinoGarmon,@RabinoGarmon,2,139,11,0.202815,0.213664,0.000002
@robinsonquelin,@robinsonquelin,1,0,11,0.217289,0.227714,0
@robzulo,@robzulo,1,193,12,0.212998,0.224727,0
@rocio_lokilla,@rocio_lokilla,2,183,12,0.181901,0.190882,0.000027
@rociofrigerio66,@rociofrigerio66,1,139,10,0.245122,0.270518,0
@rockbertovalenz,@rockbertovalenz,1,8,12,0.210749,0.222493,0
@rockenaty,@rockenaty,1,157,11,0.22658,0.237162,0
@rockmeza,@rockmeza,1,0,11,0.224201,0.238157,0
@rocknomist,@rocknomist,1,139,10,0.245122,0.270518,0
@roco3d,@roco3d,1,0,11,0.224201,0.238157,0
@rocopamela,@rocopamela,1,139,10,0.245122,0.270518,0
@rodcitizen,@rodcitizen,2,169,12,0.192419,0.202762,0.0003
@WallStreetSilv,@WallStreetSilv,1,169,13,0.161374,0.167375,0
@rodeinsatz,@rodeinsatz,2,5,10,0.241302,0.258094,0.000029
@rodo_amr,@rodo_amr,2,8,10,0.258999,0.284343,0.000011
@rodolfoxoliz,@rodolfoxoliz,14,0,10,0.273499,0.30318,0.011059
@RT_com,@RT_com,1,0,11,0.214771,0.227746,0
@rodoliveri,@rodoliveri,7,8,10,0.272236,0.307682,0.000747
@JorgedelRealC,@JorgedelRealC,1,8,11,0.213991,0.229733,0
@rodonoso,@rodonoso,2,157,11,0.247012,0.267638,0.000009
@rodovonmartens,@rodovonmartens,1,12,2,0.666667,0.75,0
@rodr_andrs,@rodr_andrs,4,139,10,0.26005,0.288887,0.001029
@rodribustamante,@rodribustamante,1,157,11,0.235883,0.248355,0
@rodrigo04470083,@rodrigo04470083,2,0,11,0.219998,0.233986,0.00004
@rodrigo18298581,@rodrigo18298581,27,8,10,0.282156,0.318221,0.001991
@malefica_99,@malefica_99,1,8,11,0.220073,0.235516,0
@rodrigo51310603,@rodrigo51310603,1,139,10,0.245122,0.270518,0
@rodrigo80966906,@rodrigo80966906,4,139,10,0.236388,0.251939,0.000146
@rodrigo_fire_s,@rodrigo_fire_s,1,0,11,0.210253,0.222816,0
@rodrigo_gonza_p,@rodrigo_gonza_p,1,157,11,0.246168,0.266,0
@rodrigodel7,@rodrigodel7,1,8,10,0.25687,0.281537,0
@rodrigodelvalle,@rodrigodelvalle,1,0,11,0.224201,0.238157,0
@rodrigohal9000,@rodrigohal9000,1,157,11,0.246168,0.266,0
@rodrigojerezm,@rodrigojerezm,2,171,10,0.233011,0.251959,0.000049
@rodrigomarmota1,@rodrigomarmota1,2,139,10,0.253518,0.281014,0.000045
@rodrigooyarzun,@rodrigooyarzun,1,0,11,0.210253,0.222816,0
@rodrigourzuab,@rodrigourzuab,5,8,10,0.265643,0.296108,0.000197
@rodriguezdan_,@rodriguezdan_,1,77,2,0.538462,0.571429,0
@rodvalenz,@rodvalenz,1,0,11,0.222413,0.235746,0
@rodvalmerino,@rodvalmerino,2,139,12,0.213357,0.228467,0.000014
@roedumesarems,@roedumesarems,1,5,14,0.155913,0.161903,0
@rofaundezg,@rofaundezg,1,0,13,0.176277,0.184481,0
@rogefeei,@rogefeei,1,0,11,0.224201,0.238157,0
@rogofe47chile,@rogofe47chile,4,0,11,0.233778,0.243422,0.000477
@opinionescl,@opinionescl,1,0,12,0.189488,0.194512,0
@rojasclaus,@rojasclaus,1,8,12,0.228718,0.241364,0
@rojasmjorge14,@rojasmjorge14,1,8,10,0.229172,0.240727,0
@rojaspdaniel,@rojaspdaniel,1,157,11,0.235883,0.248355,0
@rojoantiguo,@rojoantiguo,1,139,10,0.245122,0.270518,0
@rojojac,@rojojac,1,0,11,0.218709,0.231337,0
@roko60745476,@roko60745476,12,8,10,0.279812,0.313952,0.000792
@rokycuatro,@rokycuatro,1,139,10,0.245122,0.270518,0
@rolactico23,@rolactico23,1,0,11,0.218709,0.231337,0
@rolandochm,@rolandochm,1,157,11,0.246168,0.266,0
@rollemarcelo,@rollemarcelo,4,5,10,0.248634,0.268545,0.00009
@rolmed0,@rolmed0,1,124,11,0.219989,0.231932,0
@romanmuzzi,@romanmuzzi,1,0,11,0.217289,0.227714,0
@romeropixel,@romeropixel,1,0,11,0.210253,0.222816,0
@rominamaragano,@rominamaragano,1,242,2,0.666667,0.75,0
@cmquilpue,@cmquilpue,2,242,1,1,1,0
@romisburg,@romisburg,1,228,2,0.666667,0.75,0
@rommyimasb,@rommyimasb,1,157,11,0.246168,0.266,0
@romo_pino,@romo_pino,1,0,11,0.210253,0.222816,0
@romyflores9,@romyflores9,2,193,10,0.25761,0.282905,0.000026
@roramosv67,@roramosv67,7,139,10,0.239808,0.26372,0.000735
@rorojasg,@rorojasg,1,0,11,0.224201,0.238157,0
@rorrito_j_l,@rorrito_j_l,1,8,12,0.214424,0.226427,0
@rorritocalamity,@rorritocalamity,2,139,10,0.253518,0.281014,0.000045
@rosario77488957,@rosario77488957,1,243,1,1,1,0
@peponila,@peponila,1,243,1,1,1,0
@rosarioovalle5,@rosarioovalle5,2,5,12,0.227494,0.247084,0.000049
@rosats2124,@rosats2124,1,8,10,0.25687,0.281537,0
@rosauramorn2,@rosauramorn2,1,139,10,0.245122,0.270518,0
@rose_intel,@rose_intel,1,0,11,0.200062,0.21002,0
@rosemolko,@rosemolko,1,157,11,0.22658,0.237162,0
@rosetabellavita,@rosetabellavita,4,169,12,0.242,0.264317,0.000385
@rosinesme,@rosinesme,2,0,10,0.256489,0.280826,0.003063
@rosita02feliz,@rosita02feliz,3,8,10,0.259608,0.286327,0.000037
@rositalara_,@rositalara_,1,0,11,0.224201,0.238157,0
@rosorioc,@rosorioc,1,0,11,0.204687,0.216464,0
@rossana44351805,@rossana44351805,1,157,13,0.16819,0.174554,0
@rossanacarola,@rossanacarola,3,157,11,0.249004,0.270748,0.000041
@rossanariel,@rossanariel,1,0,11,0.218709,0.231337,0
@rossy_mv,@rossy_mv,2,9,12,0.176926,0.1843,0.0003
@divina_flor,@divina_flor,1,9,13,0.150333,0.15473,0
@rosypompano,@rosypompano,1,8,10,0.25687,0.281537,0
@rotaviskyc,@rotaviskyc,1,197,14,0.134369,0.137557,0
@rotorrealba,@rotorrealba,1,0,11,0.212675,0.223345,0
@rovinparra,@rovinparra,1,0,11,0.204687,0.216464,0
@rowito,@rowito,1,5,12,0.216573,0.230214,0
@rozaserri,@rozaserri,1,244,2,0.666667,0.75,0
@pathovetlab,@pathovetlab,2,244,1,1,1,0
@rparra003,@rparra003,1,157,11,0.17946,0.187302,0
@rpolivar,@rpolivar,1,8,12,0.200479,0.211255,0
@rramirovich,@rramirovich,1,5,12,0.212171,0.226211,0
@rriittoos,@rriittoos,1,8,10,0.25687,0.281537,0
@rrri2629,@rrri2629,3,8,10,0.259608,0.286341,0.000079
@rrubilar92,@rrubilar92,1,0,11,0.217289,0.227714,0
@rsotoh45,@rsotoh45,1,5,12,0.225105,0.2441,0
@rspeed_larrondo,@rspeed_larrondo,1,171,15,0.121192,0.123741,0
@rsvb1983,@rsvb1983,1,139,10,0.245122,0.270518,0
@rtmr2022,@rtmr2022,3,8,10,0.251357,0.276427,0.000257
@rubenast2012,@rubenast2012,2,0,11,0.21306,0.224366,0.000016
@rubenynfante,@rubenynfante,3,8,10,0.261163,0.291316,0.000143
@rubilarelgueta,@rubilarelgueta,2,139,10,0.253518,0.281014,0.000045
@ruby_er2908,@ruby_er2908,2,5,12,0.216591,0.230343,0.0003
@AnahelenaCordid,@AnahelenaCordid,1,5,13,0.178037,0.18537,0
@ruecita,@ruecita,1,157,11,0.246168,0.266,0
@ruelca36,@ruelca36,3,8,10,0.263364,0.292642,0.000086
@ruiznector,@ruiznector,7,139,10,0.285369,0.325747,0.00128
@ruizvial,@ruizvial,8,5,10,0.27855,0.314359,0.000807
@russellw222,@russellw222,1,139,10,0.235786,0.250448,0
@ruthsalinasgal,@ruthsalinasgal,2,157,11,0.247012,0.267638,0.000009
@rvelizm,@rvelizm,4,109,11,0.255642,0.279789,0.001295
@rxbarraza_89,@rxbarraza_89,1,139,10,0.245122,0.270518,0
@rzambranoiqq,@rzambranoiqq,2,8,10,0.25847,0.284399,0.000024
@s4ndr1v4n14,@s4ndr1v4n14,1,0,11,0.224201,0.238157,0
@s_ahumada,@s_ahumada,1,139,12,0.202348,0.213559,0
@s_monsesanhueza,@s_monsesanhueza,1,0,11,0.204687,0.216464,0
@sabreu75,@sabreu75,1,139,10,0.245122,0.270518,0
@sacallama1,@sacallama1,2,8,10,0.258122,0.283843,0.00001
@sacha_soui,@sacha_soui,1,5,12,0.225105,0.2441,0
@saec91,@saec91,1,139,10,0.245122,0.270518,0
@saelzer67,@saelzer67,1,8,12,0.183939,0.192448,0
@saitamalreves,@saitamalreves,1,139,10,0.235786,0.250448,0
@sakuraelric,@sakuraelric,3,8,10,0.256147,0.287552,0.000222
@sakurakro,@sakurakro,12,157,11,0.249711,0.273183,0.002166
@HMalaguenas,@HMalaguenas,1,157,12,0.199823,0.210635,0
@salmonexpert,@salmonexpert,1,244,2,0.666667,0.75,0
@salonguillermo,@salonguillermo,1,8,10,0.236657,0.25105,0
@salud_indep,@salud_indep,1,52,11,0.186518,0.195811,0
@salud_responde,@salud_responde,3,8,11,0.198721,0.208894,0.000347
@Hospitalfricke,@Hospitalfricke,2,8,11,0.21004,0.221684,0.000296
@SaludOccidente,@SaludOccidente,1,8,12,0.165783,0.171526,0
@saludmachali,@saludmachali,1,52,13,0.165144,0.170185,0
@saludmagallanes,@saludmagallanes,1,52,11,0.186518,0.195811,0
@saludnuble,@saludnuble,1,52,11,0.186518,0.195811,0
@saludssrv,@saludssrv,1,52,11,0.186518,0.195811,0
@salvado93756372,@salvado93756372,2,139,10,0.246309,0.272534,0.00003
@samepanamachile,@samepanamachile,3,5,10,0.257712,0.289369,0.000168
@sammylocutor,@sammylocutor,1,8,10,0.25687,0.281537,0
@samyaboid,@samyaboid,1,8,10,0.222365,0.234988,0
@samzepeda,@samzepeda,1,5,12,0.189385,0.20029,0
@sanch56420,@sanch56420,2,8,10,0.243499,0.259922,0.000023
@sanchez_bass,@sanchez_bass,1,169,12,0.17035,0.17694,0
@sanchez_garbine,@sanchez_garbine,6,8,10,0.267547,0.297886,0.000534
@DC_Draino,@DC_Draino,1,8,11,0.211083,0.224678,0
@sandraa83187526,@sandraa83187526,2,8,10,0.258122,0.283843,0.00001
@sandrasilvach,@sandrasilvach,1,139,10,0.245122,0.270518,0
@sandruca4,@sandruca4,10,5,10,0.267616,0.299396,0.000587
@cienciaysaludn1,@cienciaysaludn1,1,5,11,0.211126,0.225304,0
@sandyene2020,@sandyene2020,4,157,11,0.249928,0.272486,0.000046
@sanfelipetv,@sanfelipetv,1,37,2,0.666667,0.75,0
@sanjacity,@sanjacity,7,8,10,0.267147,0.297761,0.000221
@sanmont1,@sanmont1,1,193,12,0.207636,0.218375,0
@santagattta,@santagattta,1,0,11,0.224201,0.238157,0
@santiagoaparts,@santiagoaparts,1,193,12,0.194453,0.205395,0
@santiagozamar,@santiagozamar,1,171,10,0.215619,0.226946,0
@santibanezbaez,@santibanezbaez,1,5,12,0.225105,0.2441,0
@santitosud,@santitosud,2,8,10,0.257686,0.283137,0.000018
@santosluque034,@santosluque034,1,139,10,0.235786,0.250448,0
@sardonicus55686,@sardonicus55686,1,8,10,0.25687,0.281537,0
@saritacst,@saritacst,1,23,2,0.571429,0.625,0
@saskudas,@saskudas,1,157,11,0.246168,0.266,0
@saturnoyang,@saturnoyang,6,139,10,0.285699,0.323193,0.000998
@saza_1969,@saza_1969,1,139,11,0.211513,0.220863,0
@sboric,@sboric,1,52,12,0.176775,0.183717,0
@scarlettcamila_,@scarlettcamila_,1,183,13,0.166892,0.173263,0
@scherichiacoli_,@scherichiacoli_,2,0,11,0.222451,0.235922,0.0006
@schiappamarcos,@schiappamarcos,14,8,10,0.279827,0.315285,0.001514
@dmills3710,@dmills3710,1,8,11,0.218654,0.234055,0
@sclark_medina,@sclark_medina,4,215,11,0.247342,0.267389,0.001269
@scottsummer18,@scottsummer18,1,139,10,0.245122,0.270518,0
@scrimgeourlgi,@scrimgeourlgi,1,139,10,0.245122,0.270518,0
@scullito,@scullito,2,8,10,0.261439,0.288002,0.00003
@sdalmazzo,@sdalmazzo,9,5,10,0.275723,0.307885,0.001426
@sdiazbrown,@sdiazbrown,3,5,10,0.260285,0.287161,0.000129
@seal0255,@seal0255,9,5,10,0.291444,0.32918,0.003718
@seba22stgo,@seba22stgo,1,0,11,0.216365,0.228595,0
@seba_mg,@seba_mg,3,8,10,0.261571,0.288323,0.000039
@sebaasilvaaz,@sebaasilvaaz,2,139,10,0.253518,0.281014,0.000045
@sebafranzani,@sebafranzani,2,8,12,0.205319,0.2163,0.000002
@sebaotero23,@sebaotero23,5,8,10,0.263257,0.292573,0.00017
@sebasti45781359,@sebasti45781359,15,5,10,0.295545,0.337571,0.002978
@1966mcv,@1966mcv,1,5,11,0.228134,0.246062,0
@Respondedor3,@Respondedor3,1,5,11,0.228134,0.246062,0
@sebastinormeo1,@sebastinormeo1,1,139,10,0.245122,0.270518,0
@sebbmartin,@sebbmartin,1,8,10,0.25687,0.281537,0
@sebinoo,@sebinoo,2,0,11,0.200557,0.212278,0.000012
@secretita,@secretita,1,139,10,0.245122,0.270518,0
@seferene,@seferene,3,157,11,0.248337,0.269835,0.000025
@seguelsaul,@seguelsaul,2,109,12,0.194344,0.203929,0.0003
@Lmental182,@Lmental182,1,109,13,0.162725,0.168274,0
@selynabraham,@selynabraham,1,0,11,0.216365,0.228595,0
@semprun_roger,@semprun_roger,1,139,10,0.245122,0.270518,0
@senameloslagos,@senameloslagos,1,52,13,0.135879,0.13942,0
@sentry2024,@sentry2024,1,139,10,0.245122,0.270518,0
@sepulvedagilda,@sepulvedagilda,1,0,11,0.212675,0.223345,0
@sepulvedallende,@sepulvedallende,1,0,11,0.210253,0.222816,0
@sepulvedaradio,@sepulvedaradio,1,139,10,0.245122,0.270518,0
@seremisalud16,@seremisalud16,1,52,11,0.186518,0.195811,0
@sereve,@sereve,3,8,10,0.259829,0.28543,0.00002
@sergio_2210,@sergio_2210,4,8,12,0.23538,0.260593,0.000051
@sergio_raptor,@sergio_raptor,4,171,10,0.24081,0.257315,0.000158
@sergioa26626221,@sergioa26626221,1,139,10,0.245122,0.270518,0
@sergioarayacord,@sergioarayacord,1,139,10,0.245122,0.270518,0
@sergioc06983753,@sergioc06983753,11,5,10,0.289057,0.331221,0.001129
@sergioh72665154,@sergioh72665154,1,245,1,1,1,0
@Argelia85331639,@Argelia85331639,1,245,1,1,1,0
@sergiomusic21,@sergiomusic21,6,0,11,0.224647,0.235295,0.001612
@alberto_roman83,@alberto_roman83,1,0,12,0.183445,0.189059,0
@sergiosoydel38,@sergiosoydel38,1,0,11,0.216365,0.228595,0
@sergiostgo17,@sergiostgo17,1,157,11,0.246168,0.266,0
@sergiotorress,@sergiotorress,1,0,11,0.218709,0.231337,0
@sergithom,@sergithom,1,0,11,0.218709,0.231337,0
@serpient7,@serpient7,1,5,12,0.189385,0.20029,0
@serv_saludmc,@serv_saludmc,2,52,11,0.186948,0.1966,0.000008
@servaf,@servaf,1,5,12,0.189385,0.20029,0
@servetms,@servetms,1,26,2,0.545455,0.583333,0
@servmanual,@servmanual,1,193,12,0.212998,0.224727,0
@seth_asg,@seth_asg,1,139,10,0.245122,0.270518,0
@sevechica,@sevechica,1,157,11,0.246168,0.266,0
@sex_x_x_dreams,@sex_x_x_dreams,1,77,2,0.538462,0.571429,0
@sfranfran11,@sfranfran11,1,5,12,0.205832,0.217029,0
@sgadesign,@sgadesign,4,8,10,0.238025,0.25297,0.000311
@Ares67125078908,@Ares67125078908,1,8,11,0.192269,0.199721,0
@sgalvezm,@sgalvezm,1,8,10,0.236657,0.25105,0
@sgarciadiaz,@sgarciadiaz,1,8,10,0.25687,0.281537,0
@sgt_franko,@sgt_franko,1,141,12,0.182054,0.189894,0
@shantal1972,@shantal1972,2,157,11,0.247012,0.267638,0.000009
@sheilapepo,@sheilapepo,3,8,10,0.259206,0.284786,0.000341
@sheloveseasyuwu,@sheloveseasyuwu,1,124,11,0.219989,0.231932,0
@shin_style,@shin_style,1,69,2,0.571429,0.625,0
@shirokarazu,@shirokarazu,3,5,10,0.247708,0.2738,0.000257
@shoffy_vf,@shoffy_vf,3,157,11,0.248575,0.270298,0.000012
@shomierd,@shomierd,1,0,11,0.224201,0.238157,0
@shu_porangporan,@shu_porangporan,1,131,2,0.555556,0.6,0
@sialtppchile,@sialtppchile,1,139,10,0.245122,0.270518,0
@sibarita__8,@sibarita__8,2,183,12,0.21185,0.224044,0.00024
@sietrossh454315,@sietrossh454315,1,8,12,0.21824,0.231604,0
@silva_se,@silva_se,1,5,12,0.212171,0.226211,0
@silviainfantem,@silviainfantem,1,139,10,0.245122,0.270518,0
@silvy1_narvaez,@silvy1_narvaez,1,139,10,0.245122,0.270518,0
@simonmazzet,@simonmazzet,1,0,11,0.222413,0.235746,0
@sin_stesias,@sin_stesias,1,8,10,0.25687,0.281537,0
@sin_ti_jesus_no,@sin_ti_jesus_no,2,8,10,0.261439,0.288002,0.00003
@sindymegasy,@sindymegasy,3,8,10,0.260363,0.287702,0.000027
@sinergiachilen,@sinergiachilen,1,0,11,0.218709,0.231337,0
@sinohepallotta,@sinohepallotta,1,109,12,0.168463,0.17306,0
@sir_gon,@sir_gon,1,0,11,0.224201,0.238157,0
@siriavasca,@siriavasca,1,0,11,0.210253,0.222816,0
@siricarol,@siricarol,1,0,11,0.224201,0.238157,0
@sirjohanns,@sirjohanns,3,8,12,0.234942,0.250656,0.000005
@sirmonquet,@sirmonquet,1,157,11,0.246168,0.266,0
@sitatoc,@sitatoc,2,157,11,0.247012,0.267638,0.000009
@sitresu,@sitresu,1,52,12,0.17686,0.183178,0
@sivantastico,@sivantastico,1,124,11,0.219989,0.231932,0
@sixxtatoo,@sixxtatoo,1,8,10,0.235444,0.251191,0
@skal_35,@skal_35,1,8,12,0.174199,0.181188,0
@skalegorico7,@skalegorico7,1,139,10,0.235786,0.250448,0
@skaralbo1982,@skaralbo1982,2,0,11,0.218728,0.231465,0.0003
@HinchaCruzadoUC,@HinchaCruzadoUC,1,0,12,0.179478,0.186163,0
@skarica,@skarica,1,8,10,0.25687,0.281537,0
@sklenner,@sklenner,4,8,10,0.28443,0.321891,0.000439
@sklierbrm,@sklierbrm,1,139,12,0.209464,0.221646,0
@skmeigull,@skmeigull,1,246,1,1,1,0
@ThatBoii_Nilo,@ThatBoii_Nilo,1,246,1,1,1,0
@skz5k2,@skz5k2,1,190,3,0.5,0.611111,0
@smacatt2022,@smacatt2022,3,5,10,0.26491,0.295308,0.00016
@smcfly12,@smcfly12,2,157,12,0.214717,0.224941,0.0003
@FundacionLucila,@FundacionLucila,1,157,13,0.176769,0.182539,0
@snoolucy,@snoolucy,1,171,12,0.178915,0.187157,0
@snoozmyg,@snoozmyg,1,183,13,0.161013,0.167948,0
@snowsv,@snowsv,2,52,11,0.193654,0.206032,0.000164
@snsntd0,@snsntd0,1,124,11,0.219989,0.231932,0
@soa_solfa_mirre,@soa_solfa_mirre,1,8,10,0.25687,0.281537,0
@soaspellman,@soaspellman,2,0,11,0.224569,0.238768,0.000088
@soda_clasica,@soda_clasica,1,0,11,0.224201,0.238157,0
@sofireyes88,@sofireyes88,3,157,11,0.24861,0.270497,0.000012
@sol_dalbosco,@sol_dalbosco,1,5,12,0.216573,0.230214,0
@solange_d_h,@solange_d_h,1,124,11,0.219989,0.231932,0
@solangeguzmani,@solangeguzmani,2,157,11,0.246285,0.266298,0.000072
@solcarmen11,@solcarmen11,1,157,11,0.246168,0.266,0
@sole_cjara,@sole_cjara,2,157,11,0.247827,0.268862,0
@sole_mart,@sole_mart,1,0,11,0.210253,0.222816,0
@solebe,@solebe,1,157,11,0.246168,0.266,0
@soledadbravo,@soledadbravo,1,124,11,0.219989,0.231932,0
@soleiado01,@soleiado01,1,247,1,1,1,0
@LeGeneral_Off,@LeGeneral_Off,1,247,1,1,1,0
@solersi_ana,@solersi_ana,1,5,14,0.134771,0.138581,0
@solistapia,@solistapia,2,0,11,0.227325,0.242481,0.000103
@sollaguna,@sollaguna,8,8,10,0.262577,0.291843,0.000149
@solmari1305,@solmari1305,1,8,12,0.200479,0.211255,0
@solomostacillas,@solomostacillas,1,248,1,1,1,0
@emejotau,@emejotau,1,248,1,1,1,0
@soloraf1,@soloraf1,1,8,12,0.21824,0.231604,0
@solosoyelluis,@solosoyelluis,1,157,11,0.246168,0.266,0
@solvasquez68,@solvasquez68,2,8,11,0.212632,0.224217,0.000037
@solvidelavi,@solvidelavi,1,139,10,0.245122,0.270518,0
@somend51,@somend51,1,8,12,0.222565,0.235155,0
